symbol,target_type,window,flags,n,settle_rate,win_rate,pf,total_pips,avg_pips,avg_settle_h,med_settle_h,avg_rr,med_rr,avg_dist,pct_timeout
EURUSD,intraday,intra_14-20_6h,EMA+H4+CLU|1:1,156,84.6,90.4,24.42,6669.0,42.7,12.9,14.9,0.79,1.0,47.5,6.4
EURUSD,intraday,intra_07-13_6h,H4|1:1,426,85.7,85.7,24.41,9302.0,21.8,6.0,6.0,0.71,1.0,23.7,0.0
EURUSD,intraday,intra_12-18_6h,EMA|1:1.5,371,91.9,91.9,24.41,11705.0,31.6,10.6,12.5,0.53,0.67,33.8,0.0
EURUSD,intraday,intra_12-18_6h,H4+CLU+LLR|1:1,180,92.8,92.8,24.39,7509.0,41.7,12.3,13.8,0.86,1.0,45.3,0.0
EURUSD,intraday,intra_07-15_8h,LLR|1:1.5,554,89.7,89.7,24.3,12775.0,23.1,7.2,9.2,0.5,0.67,24.7,0.0
EURUSD,intraday,intra_05-13_8h,H4|1:1,421,86.9,86.9,24.27,9508.0,22.6,6.0,6.6,0.74,1.0,24.5,0.0
EURUSD,intraday,intra_08-10_2h,H4+LLR|1:1,266,86.1,86.1,24.22,4569.0,17.2,4.3,3.8,0.72,1.0,18.7,0.0
EURUSD,intraday,intra_10-13_3h,CLU|1:1,376,93.6,93.6,24.19,11701.0,31.1,8.8,10.2,0.87,1.0,33.8,0.0
EURUSD,intraday,intra_18-00_6h,EMA+LLR|1:1.5,287,73.2,90.2,24.04,7598.0,26.5,8.9,10.2,0.46,0.67,33.9,18.5
EURUSD,intraday,intra_14-18_4h,RAW|1:1.5,777,89.3,89.3,24.03,24761.0,31.9,10.6,12.8,0.49,0.67,34.2,0.0
EURUSD,intraday,intra_18-21_3h,EMA|1:1.5,376,76.1,89.4,24.0,10588.0,28.2,9.4,10.5,0.46,0.67,33.5,14.1
EURUSD,intraday,intra_07-15_8h,H4|1:1,417,85.4,85.4,23.94,10155.0,24.4,7.0,8.8,0.71,1.0,26.5,0.0
EURUSD,intraday,intra_22-04_6h,EMA+H4|1:2,246,72.0,89.0,23.9,6898.0,28.0,9.4,10.5,0.32,0.5,36.7,20.3
EURUSD,intraday,intra_13-17_4h,EMA+H4+CLU+LLR|1:1,107,91.6,91.6,23.89,4106.0,38.4,11.6,12.6,0.83,1.0,41.7,0.0
EURUSD,intraday,intra_13-17_4h,LLR|1:1.5,572,89.5,89.5,23.82,16070.0,28.1,9.5,11.0,0.49,0.67,30.1,0.0
EURUSD,intraday,intra_13-17_4h,H4|1:1,378,86.0,86.0,23.78,11917.0,31.5,9.7,11.2,0.72,1.0,34.3,0.0
EURUSD,intraday,intra_07-13_6h,LLR|1:1.5,552,89.9,89.9,23.74,11375.0,20.6,6.1,7.2,0.5,0.67,22.1,0.0
EURUSD,intraday,intra_15-18_3h,EMA+H4|1:1.5,244,90.2,90.2,23.72,7777.0,31.9,10.1,11.2,0.5,0.67,34.2,0.0
EURUSD,intraday,intra_05-13_8h,H4+LLR|1:1,284,87.3,87.3,23.71,6743.0,23.7,6.2,7.1,0.75,1.0,25.8,0.0
EURUSD,intraday,intra_15-18_3h,LLR|1:1.5,565,91.9,91.9,23.63,17657.0,31.3,10.4,12.0,0.53,0.67,33.6,0.0
EURUSD,intraday,intra_16-19_3h,LLR|1:1.5,564,86.3,91.0,23.62,17544.0,31.1,10.4,11.5,0.51,0.67,34.3,4.8
EURUSD,intraday,intra_07-13_6h,EMA+H4+LLR|1:1.5,181,89.0,89.0,23.6,4118.0,22.8,6.0,6.0,0.48,0.67,24.4,0.0
EURUSD,intraday,intra_05-13_8h,EMA+H4+LLR|1:1,175,86.3,86.3,23.6,4138.0,23.6,6.0,5.2,0.73,1.0,25.7,0.0
EURUSD,intraday,intra_10-13_3h,H4+CLU|1:1,212,93.4,93.4,23.57,7086.0,33.4,9.0,10.5,0.87,1.0,36.4,0.0
EURUSD,intraday,intra_16-19_3h,EMA+LLR|1:2,276,89.5,92.8,23.54,8228.0,29.8,10.6,11.8,0.39,0.5,32.5,4.0
EURUSD,intraday,intra_13-17_4h,H4+CLU+LLR|1:1,163,92.0,92.0,23.53,6665.0,40.9,11.7,12.8,0.84,1.0,44.5,0.0
EURUSD,intraday,intra_20-00_4h,EMA+H4+LLR|1:1.5,181,75.7,89.5,23.53,5060.0,28.0,9.1,10.2,0.46,0.67,35.2,15.5
EURUSD,intraday,intra_07-11_4h,H4|1:1,416,85.6,85.6,23.52,7676.0,18.5,4.8,3.8,0.71,1.0,20.1,0.0
EURUSD,intraday,intra_15-18_3h,EMA+H4|1:2,244,92.2,92.2,23.51,7826.0,32.1,10.1,11.2,0.38,0.5,34.2,0.0
EURUSD,intraday,intra_00-06_6h,EMA+LLR|1:1,251,81.7,81.7,23.5,2853.0,11.4,1.6,1.0,0.63,1.0,12.4,0.0
EURUSD,intraday,intra_00-06_6h,RAW|1:1,775,83.6,83.6,23.45,9176.0,11.8,1.8,1.2,0.67,1.0,12.9,0.0
EURUSD,intraday,intra_22-04_6h,CLU+LLR|1:2,370,70.3,93.8,23.43,12367.0,33.4,11.7,12.5,0.38,0.5,43.8,27.6
EURUSD,intraday,intra_18-21_3h,EMA+LLR|1:1.5,287,77.0,89.2,23.42,7695.0,26.8,9.1,10.2,0.46,0.67,31.7,13.2
EURUSD,intraday,intra_00-06_6h,LLR|1:1,514,83.1,83.1,23.4,5951.0,11.6,1.8,1.5,0.66,1.0,12.6,0.0
EURUSD,intraday,intra_14-20_6h,EMA|1:1.5,382,82.7,88.7,23.38,11824.0,31.0,10.5,12.5,0.47,0.67,34.5,6.3
EURUSD,intraday,intra_14-20_6h,LLR|1:1.5,570,83.2,91.1,23.37,18260.0,32.0,10.3,12.0,0.5,0.67,35.9,8.1
EURUSD,intraday,intra_07-10_3h,H4|1:1,389,85.9,85.9,23.36,6644.0,17.1,4.2,3.8,0.72,1.0,18.6,0.0
EURUSD,intraday,intra_07-15_8h,EMA+H4+CLU|1:1,134,91.0,91.0,23.32,4652.0,34.7,9.6,10.8,0.82,1.0,37.8,0.0
EURUSD,intraday,intra_22-04_6h,EMA+H4+CLU+LLR|1:1.5,118,69.5,91.5,23.32,4094.0,34.7,12.0,12.9,0.49,0.67,45.9,26.3
EURUSD,intraday,intra_14-18_4h,EMA+CLU+LLR|1:1.5,169,94.1,94.7,23.26,6650.0,39.4,12.8,15.0,0.57,0.67,42.4,0.6
EURUSD,intraday,intra_09-12_3h,EMA+LLR|1:1.5,260,89.2,89.2,23.23,5224.0,20.1,6.0,5.9,0.49,0.67,21.6,0.0
EURUSD,intraday,intra_12-16_4h,EMA+LLR|1:2,278,93.9,93.9,23.19,6989.0,25.1,8.5,10.5,0.41,0.5,26.8,0.0
EURUSD,intraday,intra_22-04_6h,H4+LLR|1:1.5,274,71.5,88.7,23.07,8352.0,30.5,9.4,10.5,0.44,0.67,40.0,19.3
EURUSD,intraday,intra_08-10_2h,RAW|1:1.5,776,89.2,89.2,22.96,11601.0,15.0,4.0,3.2,0.49,0.67,16.1,0.0
EURUSD,intraday,intra_08-10_2h,LLR|1:1.5,542,89.1,89.1,22.91,7894.0,14.6,4.0,3.2,0.49,0.67,15.7,0.0
EURUSD,intraday,intra_12-16_4h,EMA+CLU|1:1,204,91.7,92.2,22.86,7125.0,34.9,11.6,12.8,0.84,1.0,38.2,0.5
EURUSD,intraday,intra_14-18_4h,H4|1:1,392,82.7,82.7,22.78,13007.0,33.2,10.5,12.2,0.65,1.0,36.2,0.0
EURUSD,intraday,intra_07-11_4h,LLR|1:1.5,549,90.9,90.9,22.75,9409.0,17.1,4.9,4.0,0.51,0.67,18.5,0.0
EURUSD,intraday,intra_12-18_6h,CLU+LLR|1:1.5,360,94.7,95.0,22.75,13647.0,37.9,12.2,14.2,0.58,0.67,40.9,0.3
EURUSD,intraday,intra_14-20_6h,CLU+LLR|1:1.5,358,83.0,94.4,22.75,13876.0,38.8,12.1,14.5,0.55,0.67,44.0,11.7
EURUSD,intraday,intra_07-15_8h,EMA+LLR|1:1.5,268,87.7,87.7,22.73,5954.0,22.2,6.9,8.8,0.46,0.67,23.9,0.0
EURUSD,intraday,intra_20-00_4h,H4+CLU+LLR|1:1,186,71.0,91.9,22.68,6971.0,37.5,11.4,11.6,0.77,1.0,48.0,24.2
EURUSD,intraday,intra_10-13_3h,LLR|1:1.5,540,91.3,91.3,22.6,11058.0,20.5,6.2,6.5,0.52,0.67,22.1,0.0
EURUSD,intraday,intra_12-16_4h,CLU+LLR|1:1.5,316,94.9,95.3,22.55,10968.0,34.7,11.2,12.0,0.59,0.67,37.4,0.3
EURUSD,intraday,intra_15-18_3h,EMA+H4+CLU|1:1,154,90.3,90.3,22.48,6358.0,41.3,12.4,13.8,0.81,1.0,45.1,0.0
EURUSD,intraday,intra_14-20_6h,H4|1:1,389,78.9,84.3,22.45,13544.0,34.8,10.4,12.2,0.67,1.0,39.1,5.7
EURUSD,intraday,intra_07-10_3h,RAW|1:1.5,776,89.9,89.9,22.44,11705.0,15.1,4.0,3.2,0.5,0.67,16.3,0.0
EURUSD,intraday,intra_18-21_3h,H4+CLU|1:1,261,73.6,92.0,22.43,10313.0,39.5,11.3,11.9,0.78,1.0,47.2,19.2
EURUSD,intraday,intra_07-15_8h,CLU+LLR|1:1,295,92.2,92.2,22.24,9672.0,32.8,9.8,10.5,0.84,1.0,35.9,0.0
EURUSD,intraday,intra_20-00_4h,LLR|1:1.5,567,73.9,90.7,22.2,16164.0,28.5,9.2,10.5,0.47,0.67,36.1,17.6
EURUSD,intraday,intra_18-00_6h,H4+CLU|1:1,267,69.3,91.0,22.16,10144.0,38.0,11.2,11.5,0.74,1.0,48.3,23.6
EURUSD,intraday,intra_07-15_8h,EMA+H4+CLU+LLR|1:1.5,96,92.7,92.7,22.08,3479.0,36.2,9.7,10.8,0.55,0.67,39.1,0.0
EURUSD,intraday,intra_13-17_4h,EMA+LLR|1:1.5,288,87.5,87.5,22.06,7675.0,26.6,9.7,11.1,0.46,0.67,28.8,0.0
EURUSD,intraday,intra_08-11_3h,EMA+H4+LLR|1:1,180,87.2,87.2,22.06,3320.0,18.4,4.5,3.2,0.74,1.0,20.2,0.0
EURUSD,intraday,intra_15-18_3h,EMA|1:1.5,373,89.5,89.5,21.87,11537.0,30.9,10.7,12.2,0.49,0.67,33.4,0.0
EURUSD,intraday,intra_14-20_6h,H4+CLU+LLR|1:1,170,80.6,90.6,21.84,7650.0,45.0,12.6,14.8,0.79,1.0,51.2,10.6
EURUSD,intraday,intra_07-13_6h,EMA+H4|1:1,250,84.8,84.8,21.83,5306.0,21.2,5.9,6.0,0.7,1.0,23.3,0.0
EURUSD,intraday,intra_12-18_6h,EMA+CLU+LLR|1:1.5,178,94.4,94.9,21.7,6612.0,37.1,12.4,14.4,0.58,0.67,40.2,0.6
EURUSD,intraday,intra_12-16_4h,H4|1:1,374,86.4,86.4,21.68,10800.0,28.9,9.1,10.8,0.73,1.0,31.7,0.0
EURUSD,intraday,intra_07-15_8h,H4+LLR|1:1,288,85.8,85.8,21.63,7130.0,24.8,7.0,9.0,0.72,1.0,27.2,0.0
EURUSD,intraday,intra_15-18_3h,H4|1:1,392,84.9,84.9,21.61,13100.0,33.4,10.4,11.8,0.7,1.0,36.7,0.0
EURUSD,intraday,intra_12-16_4h,EMA+H4+LLR|1:1.5,174,91.4,91.4,21.6,4582.0,26.3,8.2,10.0,0.52,0.67,28.5,0.0
EURUSD,intraday,intra_12-16_4h,H4+LLR|1:1.5,267,91.0,91.0,21.55,7572.0,28.4,8.5,10.2,0.52,0.67,30.7,0.0
EURUSD,intraday,intra_09-12_3h,EMA+H4|1:1,250,84.8,84.8,21.53,5244.0,21.0,5.9,5.8,0.7,1.0,23.0,0.0
EURUSD,intraday,intra_05-13_8h,EMA+H4|1:1,249,85.1,85.1,21.52,5484.0,22.0,6.0,6.2,0.7,1.0,24.2,0.0
EURUSD,intraday,intra_07-11_4h,EMA+H4+LLR|1:1,184,84.8,84.8,21.48,3251.0,17.7,4.5,3.4,0.7,1.0,19.4,0.0
EURUSD,intraday,intra_00-06_6h,EMA|1:1,361,82.3,82.3,21.44,4067.0,11.3,1.6,1.0,0.65,1.0,12.4,0.0
EURUSD,intraday,intra_07-13_6h,H4+LLR|1:1,293,85.7,85.7,21.38,6534.0,22.3,6.1,6.5,0.71,1.0,24.5,0.0
EURUSD,intraday,intra_22-04_6h,EMA+CLU|1:1.5,239,71.1,92.5,21.37,8162.0,34.2,11.7,12.5,0.5,0.67,44.3,25.5
EURUSD,intraday,intra_08-11_3h,EMA+H4|1:1,248,86.3,86.3,21.33,4360.0,17.6,4.6,3.2,0.73,1.0,19.3,0.0
EURUSD,intraday,intra_12-16_4h,EMA+CLU+LLR|1:1,146,91.1,91.8,21.25,4920.0,33.7,11.5,12.2,0.83,1.0,37.1,0.7
EURUSD,intraday,intra_08-10_2h,EMA+H4+LLR|1:1,168,84.5,84.5,21.22,2634.0,15.7,4.0,3.2,0.69,1.0,17.2,0.0
EURUSD,intraday,intra_20-00_4h,H4|1:1,394,70.1,85.5,21.16,12006.0,30.5,9.1,10.5,0.65,1.0,38.7,16.5
EURUSD,intraday,intra_09-12_3h,H4+LLR|1:1,295,82.4,82.4,21.0,6204.0,21.0,6.0,5.8,0.65,1.0,23.1,0.0
EURUSD,intraday,intra_07-10_3h,LLR|1:1.5,549,89.8,89.8,20.92,8017.0,14.6,4.0,3.5,0.5,0.67,15.8,0.0
EURUSD,intraday,intra_07-15_8h,EMA+H4+LLR|1:1.5,183,88.0,88.0,20.92,4353.0,23.8,6.5,7.0,0.47,0.67,25.8,0.0
EURUSD,intraday,intra_22-04_6h,H4|1:1.5,395,70.6,86.8,20.92,11945.0,30.2,9.3,10.5,0.42,0.67,39.3,19.0
EURUSD,intraday,intra_13-17_4h,EMA+H4|1:1,239,85.4,85.4,20.91,6923.0,29.0,9.4,11.0,0.71,1.0,31.9,0.0
EURUSD,intraday,intra_14-18_4h,EMA|1:1.5,379,87.3,87.3,20.9,11409.0,30.1,10.7,12.5,0.46,0.67,32.6,0.0
EURUSD,intraday,intra_16-19_3h,CLU|1:1.5,504,87.5,94.4,20.87,19248.0,38.2,12.2,14.2,0.56,0.67,42.6,7.1
EURUSD,intraday,intra_15-18_3h,H4+CLU+LLR|1:1,174,90.2,90.2,20.84,7392.0,42.5,12.6,14.8,0.8,1.0,46.8,0.0
EURUSD,intraday,intra_15-18_3h,CLU+LLR|1:1.5,339,93.8,94.1,20.83,13161.0,38.8,12.5,14.6,0.57,0.67,42.2,0.3
EURUSD,intraday,intra_16-19_3h,EMA+H4+CLU+LLR|1:1.5,116,89.7,94.8,20.78,4695.0,40.5,13.1,14.9,0.58,0.67,44.8,6.0
EURUSD,intraday,intra_15-18_3h,EMA+CLU+LLR|1:1.5,168,92.9,93.5,20.72,6449.0,38.4,12.7,14.9,0.55,0.67,41.8,0.6
EURUSD,intraday,intra_13-17_4h,H4+LLR|1:1,271,84.5,84.5,20.65,8149.0,30.1,9.3,11.0,0.69,1.0,33.1,0.0
EURUSD,intraday,intra_20-00_4h,H4+LLR|1:1,277,69.0,84.8,20.65,8275.0,29.9,9.2,10.5,0.63,1.0,38.3,17.0
EURUSD,intraday,intra_14-18_4h,LLR|1:1.5,561,89.1,89.1,20.63,17579.0,31.3,10.8,13.0,0.49,0.67,34.0,0.0
EURUSD,intraday,intra_15-18_3h,EMA+H4+LLR|1:2,180,92.8,92.8,20.63,5613.0,31.2,9.9,11.2,0.39,0.5,33.6,0.0
EURUSD,intraday,intra_16-19_3h,EMA|1:1.5,367,86.4,90.2,20.56,11137.0,30.3,10.8,11.8,0.5,0.67,33.6,4.1
EURUSD,intraday,intra_15-18_3h,EMA+LLR|1:2,278,91.7,91.7,20.54,8442.0,30.4,10.7,12.2,0.38,0.5,32.7,0.0
EURUSD,intraday,intra_15-18_3h,EMA+H4+LLR|1:1.5,180,90.6,90.6,20.49,5566.0,30.9,9.9,11.2,0.51,0.67,33.6,0.0
EURUSD,intraday,intra_07-15_8h,EMA+H4+CLU+LLR|1:1,96,89.6,89.6,20.49,3404.0,35.5,9.6,10.8,0.79,1.0,39.1,0.0
EURUSD,intraday,intra_14-18_4h,CLU+LLR|1:1.5,342,94.2,94.4,20.42,13382.0,39.1,12.6,14.9,0.57,0.67,42.6,0.3
EURUSD,intraday,intra_10-13_3h,CLU+LLR|1:1,261,92.7,92.7,20.38,8027.0,30.8,8.9,10.4,0.85,1.0,33.9,0.0
EURUSD,intraday,intra_14-20_6h,EMA+H4+LLR|1:1.5,185,84.3,89.2,20.32,5767.0,31.2,9.9,11.8,0.48,0.67,34.8,5.4
EURUSD,intraday,intra_07-13_6h,EMA|1:1,351,84.9,84.9,20.3,7210.0,20.5,6.1,6.8,0.7,1.0,22.7,0.0
EURUSD,intraday,intra_18-00_6h,H4+CLU+LLR|1:1,188,67.0,89.9,20.21,6900.0,36.7,11.4,11.5,0.72,1.0,47.9,25.5
EURUSD,intraday,intra_07-13_6h,EMA+LLR|1:1,257,84.4,84.4,20.11,5334.0,20.8,6.2,7.0,0.69,1.0,22.9,0.0
EURUSD,intraday,intra_20-00_4h,EMA|1:1.5,374,72.2,88.8,20.04,10094.0,27.0,9.2,10.5,0.44,0.67,34.9,18.2
EURUSD,intraday,intra_14-20_6h,EMA+H4+CLU+LLR|1:1,112,82.1,88.4,20.01,4651.0,41.5,12.8,14.8,0.76,1.0,47.1,7.1
EURUSD,intraday,intra_16-19_3h,EMA+LLR|1:1.5,276,87.3,90.6,19.97,8098.0,29.3,10.6,11.8,0.51,0.67,32.5,3.6
EURUSD,intraday,intra_10-13_3h,H4+CLU+LLR|1:1,144,92.4,92.4,19.91,4901.0,34.0,9.0,10.5,0.85,1.0,37.6,0.0
EURUSD,intraday,intra_16-19_3h,H4|1:1,394,82.0,87.1,19.86,13087.0,33.2,10.1,11.0,0.73,1.0,37.6,5.1
EURUSD,intraday,intra_12-16_4h,EMA+H4|1:1,230,84.8,84.8,19.82,6200.0,27.0,9.1,11.0,0.7,1.0,29.8,0.0
EURUSD,intraday,intra_07-10_3h,EMA+H4+LLR|1:1,162,83.3,83.3,19.64,2602.0,16.1,4.3,3.8,0.67,1.0,17.8,0.0
EURUSD,intraday,intra_08-10_2h,EMA+LLR|1:1.5,259,87.6,87.6,19.64,3509.0,13.6,3.7,2.8,0.46,0.67,14.8,0.0
EURUSD,intraday,intra_12-16_4h,EMA|1:1.5,363,90.9,90.9,19.56,9490.0,26.1,9.1,11.0,0.52,0.67,28.5,0.0
EURUSD,intraday,intra_14-18_4h,EMA+LLR|1:1.5,278,88.1,88.1,19.56,8373.0,30.1,10.8,13.2,0.47,0.67,32.8,0.0
EURUSD,intraday,intra_08-10_2h,H4|1:1,401,83.8,83.8,19.32,6561.0,16.4,4.1,3.5,0.68,1.0,18.1,0.0
EURUSD,intraday,intra_16-19_3h,H4+LLR|1:1,276,82.2,87.3,19.31,8979.0,32.5,9.9,11.0,0.73,1.0,37.1,5.1
EURUSD,intraday,intra_14-18_4h,H4+LLR|1:1,277,82.3,82.3,19.29,8870.0,32.0,10.2,12.0,0.65,1.0,35.5,0.0
EURUSD,intraday,intra_12-16_4h,H4+LLR|1:1,267,85.0,85.0,19.28,7379.0,27.6,8.6,10.2,0.7,1.0,30.7,0.0
EURUSD,intraday,intra_12-18_6h,EMA+CLU|1:1,243,90.5,90.9,19.23,9049.0,37.2,12.1,14.1,0.81,1.0,41.4,0.4
EURUSD,intraday,intra_08-10_2h,EMA|1:1.5,357,88.0,88.0,19.19,4738.0,13.3,3.7,2.8,0.47,0.67,14.5,0.0
EURUSD,intraday,intra_18-21_3h,EMA+H4+CLU|1:1,165,72.7,89.7,19.18,6157.0,37.3,12.0,13.2,0.74,1.0,45.2,18.2
EURUSD,intraday,intra_20-00_4h,EMA+LLR|1:1.5,281,74.7,89.7,19.18,7477.0,26.6,9.2,10.5,0.45,0.67,34.0,16.0
EURUSD,intraday,intra_12-18_6h,EMA+LLR|1:1.5,279,90.7,90.7,19.01,8297.0,29.7,10.4,12.0,0.51,0.67,32.5,0.0
EURUSD,intraday,intra_18-21_3h,H4|1:1,396,71.2,84.8,18.97,11990.0,30.3,8.9,10.1,0.65,1.0,36.5,13.9
EURUSD,intraday,intra_07-13_6h,EMA+H4+LLR|1:1,181,83.4,83.4,18.82,3976.0,22.0,6.0,6.0,0.67,1.0,24.4,0.0
EURUSD,intraday,intra_15-18_3h,H4+LLR|1:1,277,84.1,84.1,18.77,8938.0,32.3,10.2,11.8,0.68,1.0,35.9,0.0
EURUSD,intraday,intra_14-18_4h,EMA+H4|1:1,247,81.4,81.4,18.75,7402.0,30.0,10.3,12.0,0.63,1.0,33.3,0.0
EURUSD,intraday,intra_07-10_3h,EMA|1:1.5,342,88.3,88.3,18.74,4705.0,13.8,4.0,3.4,0.47,0.67,15.0,0.0
EURUSD,intraday,intra_07-13_6h,RAW|1:1,776,84.3,84.3,18.67,15659.0,20.2,6.1,7.4,0.69,1.0,22.5,0.0
EURUSD,intraday,intra_14-20_6h,EMA+LLR|1:1.5,288,80.9,87.8,18.67,8513.0,29.6,10.3,12.0,0.45,0.67,33.7,7.3
EURUSD,intraday,intra_22-04_6h,EMA+LLR|1:2,281,74.0,89.7,18.63,7314.0,26.0,9.7,10.6,0.33,0.5,34.6,18.9
EURUSD,intraday,intra_09-12_3h,EMA+H4+LLR|1:1,181,82.9,82.9,18.6,3903.0,21.6,6.0,5.5,0.66,1.0,24.0,0.0
EURUSD,intraday,intra_07-11_4h,EMA+H4|1:1,252,84.5,84.5,18.54,4186.0,16.6,4.4,3.2,0.69,1.0,18.5,0.0
EURUSD,intraday,intra_07-15_8h,RAW|1:1,778,83.5,83.5,18.53,17455.0,22.4,7.2,9.2,0.67,1.0,25.0,0.0
EURUSD,intraday,intra_07-15_8h,EMA+H4|1:1,250,84.4,84.4,18.51,5685.0,22.7,6.6,7.0,0.69,1.0,25.3,0.0
EURUSD,intraday,intra_22-04_6h,CLU|1:1.5,498,69.9,92.0,18.48,16850.0,33.8,11.5,12.0,0.49,0.67,44.5,25.7
EURUSD,intraday,intra_14-20_6h,H4+LLR|1:1,278,76.6,83.1,18.36,9188.0,33.0,9.9,11.8,0.65,1.0,38.0,6.8
EURUSD,intraday,intra_13-17_4h,EMA+CLU|1:1,230,90.0,90.4,18.24,8047.0,35.0,11.6,12.8,0.8,1.0,39.2,0.4
EURUSD,intraday,intra_16-19_3h,EMA+CLU|1:1.5,240,88.3,93.8,18.24,9086.0,37.9,13.0,15.0,0.55,0.67,42.5,5.8
EURUSD,intraday,intra_15-18_3h,EMA+H4+CLU+LLR|1:1,112,88.4,88.4,18.2,4397.0,39.3,12.3,13.5,0.77,1.0,43.8,0.0
EURUSD,intraday,intra_22-04_6h,EMA|1:2,375,71.7,88.5,18.19,9947.0,26.5,9.6,10.5,0.31,0.5,35.7,20.3
EURUSD,intraday,intra_12-16_4h,EMA+H4+LLR|1:1,174,83.9,83.9,18.18,4436.0,25.5,8.5,10.1,0.68,1.0,28.5,0.0
EURUSD,intraday,intra_07-15_8h,EMA+H4+LLR|1:1,183,83.1,83.1,17.98,4220.0,23.1,6.5,7.1,0.66,1.0,25.8,0.0
EURUSD,intraday,intra_13-17_4h,EMA+H4+LLR|1:1,181,83.4,83.4,17.96,4929.0,27.2,9.1,10.5,0.67,1.0,30.4,0.0
EURUSD,intraday,intra_12-18_6h,EMA+CLU+LLR|1:1,178,90.4,91.0,17.9,6388.0,35.9,12.3,14.0,0.81,1.0,40.2,0.6
EURUSD,intraday,intra_16-19_3h,H4+CLU|1:1,268,83.2,90.7,17.86,11083.0,41.4,12.5,14.8,0.79,1.0,47.6,7.5
EURUSD,intraday,intra_18-21_3h,H4+LLR|1:1,282,70.9,84.8,17.7,8156.0,28.9,8.5,9.8,0.65,1.0,35.2,14.2
EURUSD,intraday,intra_15-18_3h,EMA+LLR|1:1.5,278,88.8,88.8,17.68,8264.0,29.7,10.6,12.2,0.48,0.67,32.7,0.0
EURUSD,intraday,intra_22-04_6h,H4+CLU|1:1,267,68.9,89.1,17.68,9818.0,36.8,11.6,12.4,0.71,1.0,48.7,22.8
EURUSD,intraday,intra_05-13_8h,EMA+LLR|1:1,259,83.4,83.4,17.53,5427.0,21.0,6.4,8.0,0.67,1.0,23.5,0.0
EURUSD,intraday,intra_12-16_4h,RAW|1:1.5,777,90.0,90.0,17.37,20102.0,25.9,8.8,10.5,0.5,0.67,28.5,0.0
EURUSD,intraday,intra_10-13_3h,EMA+CLU|1:1,171,91.2,91.2,17.37,5358.0,31.3,9.0,10.5,0.82,1.0,35.2,0.0
EURUSD,intraday,intra_07-11_4h,EMA+LLR|1:1,268,83.6,83.6,17.28,4266.0,15.9,4.7,3.5,0.67,1.0,17.9,0.0
EURUSD,intraday,intra_07-10_3h,EMA+LLR|1:1.5,251,87.6,87.6,17.26,3487.0,13.9,4.0,3.5,0.46,0.67,15.3,0.0
EURUSD,intraday,intra_18-00_6h,H4+LLR|1:1,281,67.6,84.7,17.26,8121.0,28.9,8.9,10.2,0.63,1.0,38.0,17.8
EURUSD,intraday,intra_14-18_4h,EMA+H4+LLR|1:1,181,82.3,82.3,17.21,5350.0,29.6,10.0,11.8,0.65,1.0,33.2,0.0
EURUSD,intraday,intra_18-00_6h,H4|1:1,398,67.8,84.2,17.15,11763.0,29.6,9.0,10.2,0.62,1.0,38.5,17.1
EURUSD,intraday,intra_16-19_3h,CLU+LLR|1:1.5,360,86.7,93.6,17.14,13320.0,37.0,12.4,14.1,0.55,0.67,42.2,7.2
EURUSD,intraday,intra_05-13_8h,RAW|1:1,777,84.7,84.7,17.09,15839.0,20.4,6.3,8.1,0.69,1.0,22.9,0.0
EURUSD,intraday,intra_22-04_6h,EMA+CLU+LLR|1:1.5,180,71.1,91.7,16.9,5821.0,32.3,12.0,13.0,0.49,0.67,43.1,25.0
EURUSD,intraday,intra_14-20_6h,EMA+H4|1:1,247,76.9,81.0,16.87,7666.0,31.0,10.5,12.4,0.61,1.0,35.7,4.5
EURUSD,intraday,intra_22-04_6h,LLR|1:1.5,566,70.8,88.0,16.8,15703.0,27.7,9.7,11.0,0.43,0.67,37.1,19.4
EURUSD,intraday,intra_09-12_3h,RAW|1:1,776,82.5,82.5,16.79,14406.0,18.6,5.8,5.5,0.65,1.0,20.9,0.0
EURUSD,intraday,intra_07-15_8h,LLR|1:1,554,83.4,83.4,16.75,12146.0,21.9,7.3,9.2,0.67,1.0,24.7,0.0
EURUSD,intraday,intra_05-13_8h,EMA|1:1,354,83.1,83.1,16.73,7333.0,20.7,6.4,8.4,0.66,1.0,23.3,0.0
EURUSD,intraday,intra_22-04_6h,RAW|1:1.5,780,70.1,86.8,16.71,21692.0,27.8,9.4,10.8,0.42,0.67,37.2,19.6
EURUSD,intraday,intra_12-16_4h,CLU|1:1,443,89.8,90.1,16.69,15010.0,33.9,11.0,12.0,0.8,1.0,38.2,0.2
EURUSD,intraday,intra_16-19_3h,EMA+CLU+LLR|1:1.5,174,88.5,93.7,16.65,6491.0,37.3,13.2,15.1,0.55,0.67,42.2,5.7
EURUSD,intraday,intra_18-21_3h,H4+CLU+LLR|1:1,183,70.5,89.6,16.65,6825.0,37.3,11.3,11.5,0.73,1.0,46.1,20.2
EURUSD,intraday,intra_07-13_6h,LLR|1:1,552,83.3,83.3,16.64,10824.0,19.6,6.2,7.5,0.67,1.0,22.1,0.0
EURUSD,intraday,intra_12-18_6h,EMA|1:1,371,84.9,84.9,16.6,11114.0,30.0,10.6,12.5,0.7,1.0,33.8,0.0
EURUSD,intraday,intra_07-15_8h,EMA+LLR|1:1,268,81.7,81.7,16.59,5682.0,21.2,6.9,8.8,0.63,1.0,23.9,0.0
